QuantitySold,PricePercent,StartingBidPercent,SellerClosePercent,AvgPrice,AuctionCount,AuctionSaleCount,SellerAuctionCount,AuctionMedianPrice
0,0.7824,0.7824,0.065502183,11.49,31,6,687,7.745
0,0.5968,0.5968,0.333333333,58.6282,351,153,6,48.59
0,0.0554,0.0554,0.194174757,8.8369,287,105,103,4.31
1,0.6334,0.6334,0.298165138,23.6813,68,17,218,19.99
0,1.438,1.438,0.025744167,69.5306,47,14,1243,31.15
0,1.438,1.438,0.025744167,69.5306,47,14,1243,31.15
0,1.2668,1.2668,0.002688172,23.6813,68,17,372,19.99
0,3.0714,3.0714,0.002688172,13.0231,209,33,372,9.99
0,0.4197,0.4197,0.288590604,14.2687,193,67,149,5.5
0,1.827,1.827,0.010115607,43.7809,35,11,692,34.59
1,0.724,0.0003,0.971014493,31.0632,440,137,138,26.54
0,1.8729,1.8729,0.290322581,2.6642,16,6,124,1.645
0,0.4176,0.4176,0.333333333,16.7373,68,15,18,11
1,0.5753,0.1014,0.489882444,147.7375,141,37,5189,99.95
0,2.2232,2.2232,0.009892086,1.12,34,2,6672,1.12
0,1.4542,1.4542,0.008514664,51.5669,172,46,1057,23.725
1,0.2723,0.0074,0.720588235,132.5112,38,10,680,32.79
1,3.1041,0.3715,0.605851064,2.6642,153,11,1880,0.99
0,2.1198,2.1198,0.126984127,4.7126,593,190,189,2.82
1,1.1697,0.4401,0.268292683,22.6966,76,18,123,23.98
1,1.1441,0.0191,0.905845835,51.5669,172,46,1933,23.725
1,0.3966,0.2902,0.5,51.6793,1586,447,8,36
0,0.3772,0.3772,0.083333333,132.5112,38,10,12,32.79
1,1.159,1.159,0.064863445,6.8937,24,8,3808,4.87
1,0.7827,0.0113,0.217391304,86.8692,607,252,23,74.49
0,0.7571,0.7571,0.103349282,1.3075,45,4,1045,1.12
0,1.2577,1.2577,0.307692308,51.6793,1586,447,13,36
0,3.7497,3.7497,0.009163803,2.6642,153,11,873,0.99
0,0.8807,0.8807,0.142857143,22.6966,76,18,7,23.98
0,0.9673,0.9673,0.046875,51.6793,1586,447,128,36
0,1.451,1.451,0.03125,51.6793,1586,447,32,36
0,2.2483,2.2483,0.144032922,2.6642,153,11,243,0.99
1,0.6966,0.677,0.8,51.6793,1586,447,15,36
0,0.4994,0.4994,0.12195122,9.99,4,1,41,9.99
0,0.7119,0.7119,0.008849558,28.0233,12,3,339,26
0,1.4542,1.4542,0.008514664,51.5669,172,46,1057,23.725
0,4.1378,4.1378,0.035087719,18.93,117,19,114,19.15
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
1,0.6896,0.2079,0.416666667,4.7126,593,190,48,2.82
1,0.6082,0.0573,0.979672501,17.2618,19,11,1771,12.59
1,0.9182,0.115,0.885057471,86.8692,607,252,1740,74.49
1,1.1621,0.7918,0.875,18.93,117,19,8,19.15
0,2.0068,2.0068,0.125,18.93,117,19,64,19.15
0,2.027,2.027,0.111627907,17.2618,19,11,215,12.59
1,0.0648,0.0648,0.28531856,15.2603,125,52,1083,8.49
0,3.483,3.483,0.333333333,51.6793,1586,447,3,36
1,1.0277,1.0277,0.052631579,51.5669,172,46,209,23.725
0,0.5611,0.5611,0.387755102,51.6793,1586,447,49,36
1,0.8721,0.8721,0.343283582,63.062,620,257,536,56
1,0.2686,0.2686,0.333333333,18.4273,583,291,3,12.26
1,1.2411,0.0186,0.967948718,53.1767,133,38,156,29.885
0,2.6339,2.6339,0.009892086,1.12,34,2,6672,1.12
1,0.7576,0.0182,0.111545988,54.2361,154,42,511,43.275
1,1.0618,0.0001,0.181818182,76.2809,329,139,33,66.23
1,0.9055,0.8745,0.194444444,113.1952,573,339,36,93.09
0,1.6306,1.6306,0.212121212,6.1265,211,39,297,4.99
0,1.1465,1.1465,0.672727273,1.7444,34,8,55,0.99
1,1.9539,1.0512,1,14.2687,193,67,2,5.5
1,1.9188,1.7056,0.486486486,58.6282,351,153,37,48.59
1,0.829,0.829,0.194444444,179.7259,47,12,36,104.89
0,1.2501,1.2501,0.032193159,15.99,35,3,497,15.49
0,2.0101,2.0101,0.101538462,0.99,6,1,325,0.99
0,0.165,0.165,0.020512821,6,21,1,390,6
1,0.8403,0.115,0.885057471,86.8692,607,252,1740,74.49
1,0.6604,0.6604,0.142857143,22.6966,76,18,7,23.98
0,1.8436,1.8436,0.053333333,54.2361,154,42,300,43.275
0,3.8198,3.8198,0.053333333,52.3561,284,93,300,46.09
1,3.1759,0.0361,0.568421053,27.3936,575,244,95,15.28
1,0.995,0.0317,0.994520548,31.1633,24,12,730,31.01
1,1.3266,0.0596,0.994520548,16.5833,3,3,730,14.5
0,2.6049,2.6049,0.046563193,2.6642,153,11,451,0.99
0,4.1378,4.1378,0.035087719,18.93,117,19,114,19.15
0,0.6522,0.6522,0.071100917,4.5994,198,34,436,2.12
1,0.8721,0.8721,0.343283582,63.062,620,257,536,56
0,1.0722,1.0722,0.133433283,0.9233,15,3,667,0.99
0,1.087,1.087,0.064516129,4.5994,198,34,155,2.12
0,0.4773,0.4773,0.333333333,16.7373,68,15,18,11
1,0.614,0.0168,0.428571429,58.6282,351,153,7,48.59
0,0.4515,0.4515,0.030487805,8.8369,287,105,656,4.31
1,0.5617,0.0032,0.736842105,3.1155,33,9,38,2.32
1,0.8455,0.8455,0.253521127,17.7409,385,73,71,10.49
0,0.3773,0.3773,0.230769231,132.5112,38,10,13,32.79
0,3.1935,3.1935,0.058823529,3.1282,96,17,34,2.5
0,0.8728,0.8728,0.553381459,1.1342,36,7,5264,0.99
1,0.4719,0.0575,1,86.8692,607,252,2,74.49
0,0.5763,0.5763,0.583916084,0.8675,13,4,286,0.99
1,0.7991,0.7991,0.258064516,3.1282,96,17,93,2.5
0,0.2871,0.2871,0.038315256,34.79,55,1,7099,9.99
0,1.9285,1.9285,0.176470588,64.817,517,165,17,41
0,1,1,0.181147973,0.99,9,1,3798,0.99
0,0.6758,0.6758,0.278409091,17.7409,385,73,176,10.49
1,0.4107,0.4107,0.439692982,2.41,17,3,912,2.99
0,1.1105,1.1105,0.327586207,63.0227,256,141,116,59.99
0,0.3083,0.3083,0.179245283,43.7809,35,11,106,34.59
1,0.2958,0.2958,0.566084788,16.8647,195,51,401,9.99
0,1.2263,1.2263,0.059002433,12.223,285,33,1644,9.99
0,0.0046,0.0046,0.055307761,2.16,33,5,1121,2.59
1,1.0148,0.1584,0.830708661,63.062,620,257,508,56
0,2.9023,2.9023,0.112149533,51.6793,1586,447,107,36
0,0.5803,0.5803,0.333333333,51.6793,1586,447,6,36
0,2.2112,2.2112,0.095238095,2.2566,43,9,42,0.99
0,0.5475,0.5475,0.036956522,27.3936,575,244,460,15.28
1,0.8834,0.0087,0.818181818,113.1952,573,339,11,93.09
0,0.9579,0.9579,0.165333333,10.4281,167,65,375,4.99
0,1.0748,1.0748,0.032193159,16.7373,68,15,497,11
1,0.9239,0.9239,0.666666667,18.93,117,19,6,19.15
0,0.5815,0.5815,0.387523629,51.5669,172,46,1587,23.725
0,0.5213,0.5213,0.691460055,1.899,60,1,363,0.99
0,0.8419,0.8419,0.042016807,49.882,36,8,119,33.495
1,1.0935,0.115,0.885057471,86.8692,607,252,1740,74.49
0,0.5421,0.5421,0.2,18.4273,583,291,215,12.26
0,1.0609,1.0609,0.135531136,4.7126,593,190,273,2.82
1,0.4998,0.0643,0.463414634,14.7642,41,19,41,8.08
0,1.5707,1.5707,0.170512821,3.1768,29,16,780,2.99
0,2.3465,2.3465,0.038834951,76.2809,329,139,206,66.23
1,0.6208,0.0155,0.956719818,63.7027,101,55,439,51
0,0.4515,0.4515,0.030487805,8.8369,287,105,656,4.31
0,0.9411,0.9411,0.170512821,3.1768,29,16,780,2.99
0,0.7095,0.7095,0.419725503,64.817,517,165,3133,41
0,0.2441,0.2441,0.025744167,4.0548,168,24,1243,0.995
0,0.5744,0.5744,0.375,10.4281,167,65,16,4.99
0,0.7678,0.7678,0.155502392,16.8647,195,51,418,9.99
0,3.4361,3.4361,0.293333333,16.8647,195,51,75,9.99
0,0.3793,0.3793,0.04587156,18.4273,583,291,654,12.26
0,0.7322,0.7322,0.057971014,17.7409,385,73,69,10.49
0,0.4488,0.4488,0.043956044,16.7107,91,14,91,7.75
0,0.998,0.998,0.030487805,5,22,1,656,5
1,1.6306,1.6306,0.212121212,6.1265,211,39,297,4.99
0,3.0146,3.0146,0.073529412,63.0227,256,141,340,59.99
1,0.0388,0.0064,0.725376593,1.5433,26,3,1726,0.99
1,0.4775,0.4775,0.242424242,9.4236,146,60,99,4.97
0,0.825,0.825,0.104384134,6,21,1,479,6
1,1.1765,0.0191,0.905845835,51.5669,172,46,1933,23.725
0,2.1411,2.1411,0.009892086,1.63,107,12,6672,0.99
0,4.4864,4.4864,0.009892086,0.555,66,2,6672,0.555
1,1.3833,0.115,0.885057471,86.8692,607,252,1740,74.49
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
0,1.2,1.2,0.263736264,10,7,1,364,10
0,1.8008,1.8008,0.139534884,9.99,5,1,301,9.99
0,1.427,1.427,0.11751663,63.062,620,257,451,56
1,0.1508,0.1508,0.230769231,132.5112,38,10,13,32.79
0,1.8214,1.8214,0.007653061,1.647,75,10,392,1.8
0,2.1756,2.1756,0.047619048,86.8692,607,252,21,74.49
1,0.7841,0.7841,0.277108434,40.7425,15,4,249,35.975
0,1.5478,1.5478,0.03125,51.6793,1586,447,32,36
0,0.4835,0.4835,0.24964539,51.6793,1586,447,705,36
0,0.9673,0.9673,0.734299517,51.6793,1586,447,414,36
1,0.3955,0.3955,0.407051282,1.7444,34,8,312,0.99
0,0.7732,0.7732,0.013888889,23.2133,57,9,648,19.99
1,3.2483,1.4307,0.41307815,6.9544,128,42,1254,3.255
0,0.8173,0.8173,0.156521739,12.223,285,33,230,9.99
0,2.2284,2.2284,0.098039216,76.2809,329,139,51,66.23
0,0.8487,0.8487,0.098214286,8.8369,287,105,112,4.31
0,0.2441,0.2441,0.053624042,4.0548,168,24,1697,0.995
1,0.2225,0.1885,0.1875,132.5112,38,10,48,32.79
0,1.2684,1.2684,0.043478261,63.062,620,257,46,56
1,1.9972,0.4189,0.553381459,2.3633,17,6,5264,0.99
0,0.3006,0.3006,0.104218362,1.63,107,12,403,0.99
0,1.4512,1.4512,0.057692308,51.6793,1586,447,104,36
0,1.8898,1.8898,0.722222222,5.286,11,5,36,1.04
1,0.5365,0.2439,0.26779661,1.025,7,2,295,1.025
0,1.0402,1.0402,0.008514664,14.41,15,3,1057,4.99
1,1.0232,1.0232,0.825806452,58.6282,351,153,155,48.59
0,2.8559,2.8559,0.073529412,63.0227,256,141,340,59.99
1,0.5862,0.5398,0.214953271,64.817,517,165,321,41
0,1.8172,1.8172,0.042016807,11,19,1,1071,11
1,1.0699,0.0022,0.56384743,4.3833,64,3,603,4.69
0,0.5833,0.5833,0.020172911,6,21,1,347,6
0,0.5345,0.5345,0.147058824,44.8812,335,134,136,37.57
1,0.5978,0.5978,0.125531915,16.7107,91,14,940,7.75
1,1.1934,1.0571,0.720588235,179.7259,47,12,680,104.89
0,0.825,0.825,0.104384134,6,21,1,479,6
0,0.5348,0.5348,0.047619048,28.027,173,84,147,16.505
0,1.8252,1.8252,0.166666667,27.3936,575,244,6,15.28
0,0.1111,0.1111,0.594594595,44.8812,335,134,37,37.57
0,2.1018,2.1018,0.014285714,14.2687,193,67,140,5.5
1,1.4493,0.0551,0.80776699,17.939,68,20,515,12.475
0,0.8864,0.8864,0.155502392,16.8647,195,51,418,9.99
1,1.2876,0.9657,0.563636364,31.0632,440,137,55,26.54
0,0.7949,0.7949,0.053097345,113.1952,573,339,113,93.09
1,0.2713,0.2713,0.714285714,18.4273,583,291,28,12.26
0,0.2713,0.2713,0.714285714,18.4273,583,291,28,12.26
1,0.8411,0.6512,0.422131148,18.4273,583,291,244,12.26
1,0.7933,0.1933,0.634482759,51.6793,1586,447,145,36
0,0.6546,0.6546,0.237037037,15.2603,125,52,135,8.49
0,3.7608,3.7608,0.363636364,53.1767,133,38,44,29.885
1,1.0475,0.115,0.885057471,86.8692,607,252,1740,74.49
1,0.6117,0.0573,0.979672501,17.2618,19,11,1771,12.59
1,0.626,0.626,0.569655172,9.5672,26,11,725,10
0,0.21,0.21,0.053624042,4.7126,593,190,1697,2.82
1,0.3773,0.3773,0.826086957,51.6793,1586,447,46,36
0,1,1,0.031888614,9.95,52,1,4453,9.95
0,2.3506,2.3506,0.276595745,53.1767,133,38,94,29.885
0,1.9169,1.9169,0.165803109,10.4281,167,65,193,4.99
0,0.9864,0.9864,0.17721519,4.0548,168,24,316,0.995
0,1.0074,1.0074,0.536231884,16.8647,195,51,69,9.99
0,1.3913,1.3913,0.189634865,53.1767,133,38,849,29.885
0,1.2684,1.2684,0.178217822,63.062,620,257,101,56
0,2.1411,2.1411,0.009892086,1.63,107,12,6672,0.99
0,0.1034,0.1034,0.128269437,9.5706,75,6,2791,0.99
0,1.953,1.953,0.118055556,18.4273,583,291,288,12.26
0,0.1925,0.1925,0.426540284,51.6793,1586,447,211,36
0,0.8696,0.8696,0.071100917,4.5994,198,34,436,2.12
0,1.8008,1.8008,0.139534884,9.99,5,1,301,9.99
0,0.2871,0.2871,0.003558719,34.79,55,1,281,9.99
0,3.0086,3.0086,0.363636364,53.1767,133,38,44,29.885
0,0.3753,0.3753,0.060747664,2.6642,153,11,214,0.99
0,1.8163,1.8163,0.038315256,5.5,5,1,7099,5.5
0,0.1749,0.1749,0.181147973,5.66,35,4,3798,0.995
0,0.5213,0.5213,0.056537102,1.899,60,1,566,0.99
0,0.5426,0.5426,0.525,18.4273,583,291,80,12.26
1,0.8721,0.8721,0.343283582,63.062,620,257,536,56
0,16.8922,16.8922,0.089673913,13.0231,209,33,736,9.99
1,7.7091,0.0693,1,14.2687,193,67,20,5.5
1,0.0071,0.0017,0.768472906,28.027,173,84,203,16.505
0,1.6535,1.6535,0.138888889,24.185,4,2,72,24.185
0,2.5394,2.5394,0.022099448,17.7202,98,30,181,13.75
0,1.1138,1.1138,0.120418848,44.8812,335,134,191,37.57
1,0.7675,0.7675,0.04776451,58.6282,351,153,3601,48.59
1,0.6154,0.6154,0.439692982,0.4062,14,8,912,0.25
0,0.6405,0.6405,0.008849558,28.0233,12,3,339,26
0,0.619,0.619,0.111940299,51.6793,1586,447,134,36
0,1.6375,1.6375,0.111940299,15.2603,125,52,134,8.49
0,0.5421,0.5421,0.303571429,18.4273,583,291,56,12.26
0,1.0588,1.0588,0.104278075,4.7126,593,190,374,2.82
0,1.9348,1.9348,0.218390805,51.6793,1586,447,87,36
0,3.98,3.98,0.176,0.5,36,2,125,0.5
1,0.2418,0.1933,0.558823529,51.6793,1586,447,34,36
1,1.0609,1.0609,0.555555556,4.7126,593,190,9,2.82
1,1.0609,1.0609,0.555555556,4.7126,593,190,9,2.82
0,1.8382,1.8382,0.301587302,51.6793,1586,447,126,36
1,1.0588,1.0588,0.666666667,4.7126,593,190,3,2.82
0,0.922,0.922,0.042553191,18.4273,583,291,282,12.26
0,0.6546,0.6546,0.237037037,15.2603,125,52,135,8.49
1,0.0061,0.0061,0.139442231,1.63,107,12,251,0.99
0,1.2776,1.2776,0.034934498,27.3936,575,244,687,15.28
1,1.5692,1.411,0.235211268,7.08,2,2,3550,7.08
0,0.4541,0.4541,0.059002433,2.4,8,1,1644,2.55
0,0.7732,0.7732,0.013888889,23.2133,57,9,648,19.99
1,1.0623,0.0318,0.720588235,31.0632,440,137,680,26.54
1,0.3964,0.3964,0.4,63.062,620,257,5,56
0,0.5426,0.5426,0.245098039,18.4273,583,291,102,12.26
0,0.3715,0.3715,0.128269437,2.6642,153,11,2791,0.99
0,1.1098,1.1098,0.043478261,63.062,620,257,46,56
0,0.6073,0.6073,0.091288783,1.63,107,12,5028,0.99
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
1,1,0.2195,0.739130435,4.51,2,1,115,4.51
0,0.7417,0.7417,0.242424242,9.4236,146,60,99,4.97
1,0.3829,0.3646,0.073529412,27.3936,575,244,68,15.28
0,1.3104,1.3104,0.071428571,61.0409,252,96,28,50.495
0,1.3752,1.3752,0.018518519,15.99,35,3,108,15.49
0,5.173,5.173,0.111627907,2.8977,97,22,215,1.015
1,0.837,0.0318,0.720588235,31.0632,440,137,680,26.54
0,8.4838,8.4838,0.137837838,6.9544,128,42,370,3.255
0,0.7322,0.7322,0.057971014,17.7409,385,73,69,10.49
0,1.0503,1.0503,0.266666667,52.3561,284,93,30,46.09
0,0.7824,0.7824,0.065502183,11.49,31,6,687,7.745
0,0.1833,0.1833,0.064516129,16.3112,27,8,248,9.5
0,0.3581,0.3581,0.155405405,4.16,39,8,148,2.075
0,0.0888,0.0888,0.272108844,11.1443,117,30,294,2.59
1,1.4109,0.0537,0.363833478,18.4273,583,291,2306,12.26
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
1,0.7161,0.1933,0.885057471,51.6793,1586,447,1740,36
1,0.6546,0.6546,0.237037037,15.2603,125,52,135,8.49
0,1.0853,1.0853,0.041237113,18.4273,583,291,97,12.26
0,0.1925,0.1925,0.426540284,51.6793,1586,447,211,36
1,0.8245,0.1584,0.885057471,63.062,620,257,1740,56
0,0.2851,0.2851,0.330578512,28.0233,12,3,605,26
1,0.2713,0.2713,0.525,18.4273,583,291,80,12.26
1,0.774,0.1933,0.885057471,51.6793,1586,447,1740,36
0,1.5284,1.5284,0.115151515,51.6793,1586,447,1320,36
0,2.322,2.322,0.112149533,51.6793,1586,447,107,36
0,2.3306,2.3306,0.098765432,15.0128,30,7,81,13.63
0,0.5996,0.5996,0.111940299,51.6793,1586,447,134,36
0,1.6929,1.6929,0.03125,17.7202,98,30,96,13.75
1,1.1086,0.5968,0.083333333,58.6282,351,153,36,48.59
0,1.0512,1.0512,0.040268456,14.2687,193,67,149,5.5
0,2.4637,2.4637,0.018855657,4.0548,168,24,1538,0.995
0,0.3715,0.3715,0.067164179,2.6642,153,11,134,0.99
1,1.2029,0.0001,0.977272727,86.8692,607,252,44,74.49
0,0.4701,0.4701,0.402597403,53.1767,133,38,77,29.885
0,1.7225,1.7225,0.165333333,113.1952,573,339,375,93.09
0,2.2101,2.2101,0.0944,4.52,5,3,625,3.75
0,2.7085,2.7085,0.080667594,14.7642,41,19,719,8.08
1,1.0627,1.0627,0.288248337,12.223,285,33,451,9.99
0,2.2791,2.2791,0.065502183,4.3833,64,3,687,4.69
0,0.3826,0.3826,0.039893617,10.4281,167,65,376,4.99
1,1.6974,1.6974,0.113207547,8.8369,287,105,212,4.31
0,1.9285,1.9285,0.176470588,64.817,517,165,17,41
0,0.6758,0.6758,0.278409091,17.7409,385,73,176,10.49
0,1.9169,1.9169,0.135135135,10.4281,167,65,37,4.99
1,0.5213,0.5213,0.691460055,1.899,60,1,363,0.99
0,0.6073,0.6073,0.091288783,1.63,107,12,5028,0.99
0,0.8466,0.8466,0.128269437,4.7126,593,190,2791,2.82
1,1,0.3811,0.489882444,39.33,2,1,5189,39.33
0,0.8542,0.8542,0.031888614,9.95,52,1,4453,9.95
0,1.3208,1.3208,0.010471204,32.5466,30,3,764,24.99
1,0.1794,0.0888,0.605851064,11.1443,117,30,1880,2.59
0,2.1411,2.1411,0.009892086,1.63,107,12,6672,0.99
0,0.5361,0.5361,0.235211268,18.632,48,6,3550,3.36
0,1.4652,1.4652,0.041237113,18.4273,583,291,97,12.26
0,3.1656,3.1656,0.046082949,86.8692,607,252,217,74.49
1,1.126,0.1584,0.885057471,63.062,620,257,1740,56
1,0.8407,0.1584,0.830708661,63.062,620,257,508,56
1,1.011,0.5277,0.428571429,18.93,117,19,7,19.15
1,0.793,0.1584,0.885057471,63.062,620,257,1740,56
0,4.6161,4.6161,0.011111111,1.9475,43,4,450,1.74
0,1.9602,1.9602,0.19047619,24.4821,39,11,63,10.49
0,1.5286,1.5286,0.12,51.6793,1586,447,25,36
0,0.9346,0.9346,0.009892086,2.6642,153,11,6672,0.99
0,10.0909,10.0909,0.235211268,0.99,3,1,3550,0.99
0,2.1155,2.1155,0.013806706,53.1767,133,38,507,29.885
0,1.953,1.953,0.118055556,18.4273,583,291,288,12.26
0,0.6898,0.6898,0.028169014,2.16,33,5,142,2.59
0,0.1466,0.1466,0.262433053,6.752,63,3,1307,6.18
0,1.0722,1.0722,0.262433053,0.9233,22,6,1307,0.75
1,0.7373,0.7373,0.35443038,4.0548,168,24,79,0.995
0,1.8436,1.8436,0.053333333,54.2361,154,42,300,43.275
0,0.2495,0.2495,0.566084788,15.99,35,3,401,15.49
0,1.7621,1.7621,0.076305221,3.1155,33,9,249,2.32
0,1.3752,1.3752,0.018518519,15.99,35,3,108,15.49
1,2.3961,0.0157,0.995726496,63.0227,256,141,1638,59.99
0,0.8671,0.8671,0.021472393,17.24,21,2,326,9.24
0,1.546,1.546,0.078947368,113.1952,573,339,38,93.09
0,3.3814,3.3814,0.191489362,17.7409,385,73,47,10.49
1,0.2149,0.0168,0.916666667,58.6282,351,153,12,48.59
0,0.7297,0.7297,0.071428571,27.3928,20,4,182,6.25
0,0.365,0.365,0.545454545,27.3936,575,244,11,15.28
0,1.0601,1.0601,0.185344828,9.4236,146,60,232,4.97
0,1.4419,1.4419,0.45,76.2809,329,139,40,66.23
0,1.5914,1.5914,0.5,28.2762,16,8,6,22.49
0,0.8044,0.8044,0.111111111,31.0632,440,137,9,26.54
1,1,0.1611,0.478435306,62,1,1,997,62
1,0.4477,0.4477,0.330578512,11.1443,117,30,605,2.59
0,1.2988,1.2988,0.128269437,2.302,61,13,2791,2.25
0,1.6922,1.6922,0.012903226,53.1767,133,38,155,29.885
1,0.6154,0.6154,0.439692982,0.4062,14,8,912,0.25
1,0.624,0.2707,0.734299517,18.4273,583,291,414,12.26
0,1.0848,1.0848,0.2,18.4273,583,291,215,12.26
0,0.21,0.21,0.574123989,4.7126,593,190,371,2.82
0,1.1511,1.1511,0.5,86.8692,607,252,14,74.49
1,0.6361,0.6361,0.152173913,3.1282,96,17,46,2.5
0,0.4846,0.4846,0.242105263,16.485,32,11,570,9.99
0,0.3386,0.3386,0.826086957,51.6793,1586,447,46,36
0,1.3208,1.3208,0.010471204,32.5466,30,3,764,24.99
0,1.9348,1.9348,0.218390805,51.6793,1586,447,87,36
0,0.6073,0.6073,0.091288783,1.63,107,12,5028,0.99
0,0.4932,0.4932,0.05,4.0548,168,24,220,0.995
0,2.2085,2.2085,0.078947368,113.1952,573,339,38,93.09
1,0.5826,0.1666,0.825396825,179.7259,47,12,63,104.89
1,0.3521,0.0537,0.866666667,18.4273,583,291,15,12.26
1,2.1039,1.0848,0.159021407,18.4273,583,291,327,12.26
0,1.998,1.998,0.038315256,5,13,1,7099,5
0,1.9043,1.9043,0.009892086,1.3075,45,4,6672,1.12
1,0.5117,0.3377,0.553381459,2.9309,49,20,5264,2.545
0,0.5213,0.5213,0.053624042,1.899,60,1,1697,0.99
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
0,4.4864,4.4864,0.009892086,0.555,66,2,6672,0.555
1,0.6966,0.1933,0.944444444,51.6793,1586,447,36,36
0,1.98,1.98,0.269346734,0.5,3,1,995,0.5
1,0.5611,0.1933,0.885057471,51.6793,1586,447,1740,36
0,0.6522,0.6522,0.071100917,4.5994,198,34,436,2.12
0,4.4864,4.4864,0.009892086,0.555,66,2,6672,0.555
0,2.3766,2.3766,0.04,18.93,117,19,25,19.15
0,0.3793,0.3793,0.407407407,18.4273,583,291,27,12.26
0,1.0611,1.0611,0.182186235,9.4236,146,60,247,4.97
1,0.2815,0.2815,0.877358491,17.7202,98,30,106,13.75
0,2.616,2.616,0.1,15.2866,36,5,80,5.95
0,0.4773,0.4773,0.333333333,16.7373,68,15,18,11
0,0.0518,0.0518,0.353846154,14.2687,193,67,65,5.5
0,0.9217,0.9217,0.75,54.2361,154,42,20,43.275
1,0.1821,0.1821,0.210526316,27.3936,575,244,57,15.28
0,1.2776,1.2776,0.034934498,27.3936,575,244,687,15.28
1,4.2159,0.0361,0.568421053,27.3936,575,244,95,15.28
0,1.5818,1.5818,0.230769231,69.5306,47,14,13,31.15
1,0.3512,0.2301,0.780821918,86.8692,607,252,73,74.49
0,0.5345,0.5345,0.147058824,44.8812,335,134,136,37.57
0,1.1267,1.1267,0.076923077,17.7409,385,73,52,10.49
0,0.998,0.998,0.030487805,5,22,1,656,5
1,1.1343,0.3532,0.851851852,113.1952,573,339,27,93.09
0,0.6344,0.6344,0.598484848,4.7126,593,190,132,2.82
1,0.9327,0.115,0.885057471,86.8692,607,252,1740,74.49
1,0.606,0.606,0.242105263,16.485,32,11,570,9.99
1,0.6966,0.1933,0.714285714,51.6793,1586,447,7,36
1,0.7478,0.0265,0.743243243,113.1952,573,339,74,93.09
0,0.0127,0.0127,0.2,137.2483,43,6,155,121.25
1,0.3818,0.0953,1,52.3561,284,93,4,46.09
1,1,1,0.553381459,0.99,9,1,5264,0.99
0,0.2871,0.2871,0.038315256,34.79,55,1,7099,9.99
0,0.5881,0.5881,0.251633987,42.4916,15,2,306,27.495
0,1.3913,1.3913,0.189634865,53.1767,133,38,849,29.885
1,0.4222,0.4222,0.850806452,4.7126,593,190,248,2.82
0,0.6414,0.6414,0.725376593,1.5433,26,3,1726,0.99
0,0.2441,0.2441,0.053624042,4.0548,168,24,1697,0.995
0,3.3814,3.3814,0.191489362,17.7409,385,73,47,10.49
1,0.3162,0.0152,0.916666667,64.817,517,165,24,41
0,0.5646,0.5646,0.803921569,8.8369,287,105,204,4.31
0,0.5345,0.5345,0.147058824,44.8812,335,134,136,37.57
0,0.8671,0.8671,0.021472393,17.24,21,2,326,9.24
0,5.2309,5.2309,0.156862745,13.38,5,2,51,13.38
1,0.8344,0.022,0.957928803,44.8812,335,134,309,37.57
0,1.031,1.031,0.178807947,9.6888,56,7,151,7.5
0,0.1466,0.1466,0.262433053,6.752,63,3,1307,6.18
0,1.988,1.988,0.075025694,6.534,17,2,973,12.45
0,8.4838,8.4838,0.137837838,6.9544,128,42,370,3.255
0,0.9654,0.9654,0.333333333,31.0632,440,137,33,26.54
1,0.2295,0.2295,0.711340206,13.0231,209,33,97,9.99
0,0.4846,0.4846,0.242105263,16.485,32,11,570,9.99
0,0.3006,0.3006,0.104218362,1.63,107,12,403,0.99
1,0.8411,0.5426,0.544217687,18.4273,583,291,147,12.26
1,0.43,0.43,0.267605634,2.302,61,13,71,2.25
0,0.5817,0.5817,0.4375,51.5669,172,46,32,23.725
1,1.6549,0.0618,0.857142857,16.0124,96,37,42,10.5
1,0.7157,0.1933,0.885057471,51.6793,1586,447,1740,36
1,0.8466,0.8466,0.092198582,4.7126,593,190,141,2.82
1,0.8721,0.8721,0.343283582,63.062,620,257,536,56
0,2.1275,2.1275,0.825396825,51.6793,1586,447,63,36
1,0.2446,0.2446,0.156521739,12.223,285,33,230,9.99
0,0.2053,0.2053,0.509090909,9.6888,56,7,55,7.5
1,0.5753,0.5753,0.6,10.4281,167,65,5,4.99
0,1.0627,1.0627,0.043478261,12.223,285,33,92,9.99
0,2.7085,2.7085,0.080667594,14.7642,41,19,719,8.08
0,0.5073,0.5073,0.264758497,17.7202,98,30,559,13.75
1,2.2633,0.035,0.348837209,28.2762,16,8,43,22.49
0,1.2776,1.2776,0.034934498,27.3936,575,244,687,15.28
0,1.9348,1.9348,0.218390805,51.6793,1586,447,87,36
0,0.4335,0.4335,0.330578512,18.4273,583,291,605,12.26
1,2.6164,1.5855,0.851145038,63.062,620,257,262,56
0,0.6344,0.6344,0.056569343,4.7126,593,190,548,2.82
0,1.3913,1.3913,0.189634865,53.1767,133,38,849,29.885
1,0.21,0.21,0.324324324,4.7126,593,190,37,2.82
